informe,comunidad autónoma,dosis Pfizer,dosis Moderna,dosis AstraZeneca,dosis Janssen,dosis entregadas,dosis administradas,% sobre entregadas,personas con al menos una dosis,personas con pauta completa,última vacuna registrada
22/03/2021,Totales,5.106.465,650.400,1.927.400,,7.684.265,6.321.908,"82,3%",,2.110.868,
23/03/2021,Andalucía,899.820,111.200,343.800,,1.354.820,1.202.553,"88,8%",,422.339,22/03/2021
23/03/2021,Aragón,165.285,21.700,54.000,,240.985,207.118,"85,9%",,72.085,22/03/2021
23/03/2021,Asturias,161.195,20.700,41.500,,223.395,187.429,"83,9%",,74.197,22/03/2021
23/03/2021,Baleares,86.940,11.100,47.500,,145.540,124.791,"85,7%",,35.918,22/03/2021
23/03/2021,Canarias,186.000,22.900,88.400,,297.300,241.508,"81,2%",,81.868,22/03/2021
23/03/2021,Cantabria,79.125,9.700,23.600,,112.425,91.015,"81,0%",,36.503,22/03/2021
23/03/2021,Castilla y Leon,364.755,47.700,97.300,,509.755,431.153,"84,6%",,157.258,22/03/2021
23/03/2021,Castilla - La Mancha,239.715,31.000,83.100,,353.815,271.647,"76,8%",,94.751,22/03/2021
23/03/2021,Cataluña,819.620,105.400,316.100,,1.241.120,1.011.890,"81,5%",,346.521,22/03/2021
23/03/2021,C. Valenciana,450.640,57.800,205.400,,713.840,569.061,"79,7%",,201.548,22/03/2021
23/03/2021,Extremadura,143.405,17.800,43.200,,204.405,171.479,"83,9%",,65.591,22/03/2021
23/03/2021,Galicia,313.675,41.400,109.800,,464.875,392.134,"84,4%",,123.545,22/03/2021
23/03/2021,La Rioja,41.015,4.800,12.900,,58.715,50.952,"86,8%",,17.549,22/03/2021
23/03/2021,Madrid,667.995,85.200,275.500,,1.028.695,861.028,"83,7%",,249.222,22/03/2021
23/03/2021,Murcia,162.185,19.800,61.300,,243.285,199.568,"82,0%",,66.141,22/03/2021
23/03/2021,Navarra,76.785,9.700,26.800,,113.285,100.046,"88,3%",,31.120,22/03/2021
23/03/2021,País Vasco,238.500,30.800,90.200,,359.500,277.455,"77,2%",,75.513,22/03/2021
23/03/2021,Ceuta,5.490,900,3.500,,9.890,9.432,"95,4%",,2.542,17/03/2021
23/03/2021,Melilla,4.320,800,3.500,,8.620,8.937,"103,7%",,2.387,22/03/2021
23/03/2021,Totales,5.106.465,650.400,1.927.400,,7.684.265,6.409.196,"83,4%",,2.156.598,
24/03/2021,Andalucía,999.270,111.200,361.600,,1.472.070,1.258.375,"85,5%",,455.368,23/03/2021
24/03/2021,Aragón,187.515,21.700,56.800,,266.015,211.426,"79,5%",,74.363,23/03/2021
24/03/2021,Asturias,182.255,20.700,43.600,,246.555,192.737,"78,2%",,76.050,23/03/2021
24/03/2021,Baleares,99.810,11.100,49.900,,160.810,125.552,"78,1%",,36.060,23/03/2021
24/03/2021,Canarias,209.400,22.900,93.000,,325.300,248.101,"76,3%",,86.926,23/03/2021
24/03/2021,Cantabria,88.485,9.700,24.800,,122.985,94.153,"76,6%",,39.010,23/03/2021
24/03/2021,Castilla y Leon,413.895,47.700,102.400,,563.995,441.559,"78,3%",,163.995,23/03/2021
24/03/2021,Castilla - La Mancha,270.135,31.000,87.400,,388.535,278.619,"71,7%",,98.356,23/03/2021
24/03/2021,Cataluña,923.750,105.400,332.500,,1.361.650,1.027.370,"75,5%",,356.766,23/03/2021
24/03/2021,C. Valenciana,518.500,57.800,216.100,,792.400,590.395,"74,5%",,215.050,23/03/2021
24/03/2021,Extremadura,160.955,17.800,45.400,,224.155,174.734,"78,0%",,67.578,23/03/2021
24/03/2021,Galicia,369.835,41.400,115.500,,526.735,405.300,"76,9%",,130.338,23/03/2021
24/03/2021,La Rioja,45.695,4.800,13.600,,64.095,51.877,"80,9%",,18.350,23/03/2021
24/03/2021,Madrid,753.405,85.200,289.800,,1.128.405,888.776,"78,8%",,268.775,23/03/2021
24/03/2021,Murcia,179.735,19.800,64.500,,264.035,204.679,"77,5%",,69.210,23/03/2021
24/03/2021,Navarra,86.145,9.700,28.200,,124.045,102.407,"82,6%",,32.024,23/03/2021
24/03/2021,País Vasco,275.940,30.800,94.900,,401.640,289.725,"72,1%",,78.403,23/03/2021
24/03/2021,Ceuta,6.660,900,3.700,,11.260,9.457,"84,0%",,2.566,23/03/2021
24/03/2021,Melilla,6.660,800,3.700,,11.160,9.074,"81,3%",,2.387,23/03/2021
24/03/2021,Fuerzas Armadas,19.500,0,33.100,,52.600,15.777,"30,0%",,4.658,23/03/2021
24/03/2021,Totales,5.797.545,650.400,2.060.500,,8.508.445,6.620.093,"77,8%",,2.276.233,
25/03/2021,Andalucía,999.270,111.200,361.600,,1.472.070,1.293.949,"87,9%",,472.276,24/03/2021
25/03/2021,Aragón,187.515,21.700,56.800,,266.015,220.730,"83,0%",,79.780,24/03/2021
25/03/2021,Asturias,182.255,20.700,43.600,,246.555,197.725,"80,2%",,77.763,24/03/2021
25/03/2021,Baleares,99.810,11.100,49.900,,160.810,132.167,"82,2%",,37.780,24/03/2021
25/03/2021,Canarias,209.400,22.900,93.000,,325.300,254.352,"78,2%",,90.901,24/03/2021
25/03/2021,Cantabria,88.485,9.700,24.800,,122.985,97.301,"79,1%",,40.331,24/03/2021
25/03/2021,Castilla y Leon,413.895,47.700,102.400,,563.995,456.309,"80,9%",,170.331,24/03/2021
25/03/2021,Castilla - La Mancha,270.135,31.000,87.400,,388.535,291.786,"75,1%",,104.759,24/03/2021
25/03/2021,Cataluña,923.750,105.400,332.500,,1.361.650,1.062.479,"78,0%",,379.408,24/03/2021
25/03/2021,C. Valenciana,518.500,57.800,216.100,,792.400,612.340,"77,3%",,227.657,24/03/2021
25/03/2021,Extremadura,160.955,17.800,45.400,,224.155,181.812,"81,1%",,70.649,24/03/2021
25/03/2021,Galicia,369.835,41.400,115.500,,526.735,418.902,"79,5%",,136.454,24/03/2021
25/03/2021,La Rioja,45.695,4.800,13.600,,64.095,53.810,"84,0%",,18.407,24/03/2021
25/03/2021,Madrid,753.405,85.200,289.800,,1.128.405,915.887,"81,2%",,287.225,24/03/2021
25/03/2021,Murcia,179.735,19.800,64.500,,264.035,206.638,"78,3%",,70.801,24/03/2021
25/03/2021,Navarra,86.145,9.700,28.200,,124.045,105.316,"84,9%",,33.985,24/03/2021
25/03/2021,País Vasco,275.940,30.800,94.900,,401.640,302.858,"75,4%",,83.422,24/03/2021
25/03/2021,Ceuta,6.660,900,3.700,,11.260,10.121,"89,9%",,3.206,24/03/2021
25/03/2021,Melilla,6.660,800,3.700,,11.160,9.477,"84,9%",,2.409,24/03/2021
25/03/2021,Fuerzas Armadas,19.500,0,33.100,,52.600,15.777,"30,0%",,4.658,23/03/2021
25/03/2021,Totales,5.797.545,650.400,2.060.500,,8.508.445,6.839.736,"80,4%",,2.392.202,
26/03/2021,Andalucía,999.270,111.200,361.600,,1.472.070,1.330.236,"90,4%",,489.306,25/03/2021
26/03/2021,Aragón,187.515,21.700,56.800,,266.015,229.883,"86,4%",,84.463,25/03/2021
26/03/2021,Asturias,182.255,20.700,43.600,,246.555,202.304,"82,1%",,79.184,25/03/2021
26/03/2021,Baleares,99.810,11.100,49.900,,160.810,135.857,"84,5%",,39.248,25/03/2021
26/03/2021,Canarias,209.400,22.900,93.000,,325.300,260.467,"80,1%",,94.471,25/03/2021
26/03/2021,Cantabria,88.485,9.700,24.800,,122.985,101.069,"82,2%",,42.194,25/03/2021
26/03/2021,Castilla y Leon,413.895,47.700,102.400,,563.995,476.751,"84,5%",,180.124,25/03/2021
26/03/2021,Castilla - La Mancha,270.135,31.000,87.400,,388.535,304.832,"78,5%",,110.987,25/03/2021
26/03/2021,Cataluña,923.750,105.400,332.500,,1.361.650,1.095.847,"80,5%",,397.561,25/03/2021
26/03/2021,C. Valenciana,518.500,57.800,216.100,,792.400,636.120,"80,3%",,238.199,25/03/2021
26/03/2021,Extremadura,160.955,17.800,45.400,,224.155,188.839,"84,2%",,72.729,25/03/2021
26/03/2021,Galicia,369.835,41.400,115.500,,526.735,431.274,"81,9%",,140.426,25/03/2021
26/03/2021,La Rioja,45.695,4.800,13.600,,64.095,55.033,"85,9%",,18.969,25/03/2021
26/03/2021,Madrid,753.405,85.200,289.800,,1.128.405,943.113,"83,6%",,306.011,25/03/2021
26/03/2021,Murcia,179.735,19.800,64.500,,264.035,214.308,"81,2%",,76.965,25/03/2021
26/03/2021,Navarra,86.145,9.700,28.200,,124.045,107.705,"86,8%",,35.177,25/03/2021
26/03/2021,País Vasco,275.940,30.800,94.900,,401.640,316.978,"78,9%",,89.366,25/03/2021
26/03/2021,Ceuta,6.660,900,3.700,,11.260,10.529,"93,5%",,3.314,25/03/2021
26/03/2021,Melilla,6.660,800,3.700,,11.160,9.784,"87,7%",,2.410,25/03/2021
26/03/2021,Fuerzas Armadas,19.500,0,33.100,,52.600,16.442,"31,3%",,4.738,25/03/2021
26/03/2021,Totales,5.797.545,650.400,2.060.500,,8.508.445,7.067.371,"83,1%",,2.505.842,
29/03/2021,Andalucía,999.270,111.200,361.600,,1.472.070,1.375.025,"93,4%",,501.832,28/03/2021
29/03/2021,Aragón,187.515,21.700,56.800,,266.015,236.543,"88,9%",,85.599,27/03/2021
29/03/2021,Asturias,182.255,20.700,43.600,,246.555,212.464,"86,2%",,81.224,28/03/2021
29/03/2021,Baleares,99.810,11.100,49.900,,160.810,150.294,"93,5%",,43.605,28/03/2021
29/03/2021,Canarias,209.400,22.900,93.000,,325.300,283.444,"87,1%",,97.871,28/03/2021
29/03/2021,Cantabria,88.485,9.700,24.800,,122.985,107.067,"87,1%",,43.031,28/03/2021
29/03/2021,Castilla y Leon,413.895,47.700,102.400,,563.995,507.694,"90,0%",,188.358,28/03/2021
29/03/2021,Castilla - La Mancha,270.135,31.000,87.400,,388.535,332.205,"85,5%",,114.832,28/03/2021
29/03/2021,Cataluña,923.750,105.400,332.500,,1.361.650,1.192.191,"87,6%",,411.550,28/03/2021
29/03/2021,C. Valenciana,518.500,57.800,216.100,,792.400,734.893,"92,7%",,245.326,28/03/2021
29/03/2021,Extremadura,160.955,17.800,45.400,,224.155,204.735,"91,3%",,73.575,28/03/2021
29/03/2021,Galicia,369.835,41.400,115.500,,526.735,447.652,"85,0%",,144.511,28/03/2021
29/03/2021,La Rioja,45.695,4.800,13.600,,64.095,59.760,"93,2%",,19.519,28/03/2021
29/03/2021,Madrid,753.405,85.200,289.800,,1.128.405,995.208,"88,2%",,325.542,28/03/2021
29/03/2021,Murcia,179.735,19.800,64.500,,264.035,223.145,"84,5%",,82.876,28/03/2021
29/03/2021,Navarra,86.145,9.700,28.200,,124.045,113.215,"91,3%",,36.212,28/03/2021
29/03/2021,País Vasco,275.940,30.800,94.900,,401.640,352.196,"87,7%",,97.931,28/03/2021
29/03/2021,Ceuta,6.660,900,3.700,,11.260,11.097,"98,6%",,3.555,26/03/2021
29/03/2021,Melilla,6.660,800,3.700,,11.160,10.084,"90,4%",,2.417,26/03/2021
29/03/2021,Fuerzas Armadas,19.500,0,33.100,,52.600,22.527,"42,8%",,4.843,28/03/2021
29/03/2021,Totales,5.797.545,650.400,2.060.500,,8.508.445,7.571.439,"89,0%",,2.604.209,
30/03/2021,Andalucía,999.270,111.200,361.600,,1.472.070,1.400.384,"95,1%",,504.413,29/03/2021
30/03/2021,Aragón,187.515,21.700,56.800,,266.015,241.002,"90,6%",,85.878,29/03/2021
30/03/2021,Asturias,182.255,20.700,43.600,,246.555,216.223,"87,7%",,82.779,29/03/2021
30/03/2021,Baleares,99.810,11.100,49.900,,160.810,154.339,"96,0%",,44.332,29/03/2021
30/03/2021,Canarias,209.400,22.900,93.000,,325.300,292.317,"89,9%",,100.644,29/03/2021
30/03/2021,Cantabria,88.485,9.700,24.800,,122.985,109.864,"89,3%",,43.235,29/03/2021
30/03/2021,Castilla y Leon,413.895,47.700,102.400,,563.995,507.762,"90,0%",,188.388,28/03/2021
30/03/2021,Castilla - La Mancha,270.135,31.000,87.400,,388.535,340.556,"87,7%",,117.527,29/03/2021
30/03/2021,Cataluña,923.750,105.400,332.500,,1.361.650,1.219.567,"89,6%",,413.857,29/03/2021
30/03/2021,C. Valenciana,518.500,57.800,216.100,,792.400,742.020,"93,6%",,246.023,29/03/2021
30/03/2021,Extremadura,160.955,17.800,45.400,,224.155,209.542,"93,5%",,73.603,29/03/2021
30/03/2021,Galicia,369.835,41.400,115.500,,526.735,462.010,"87,7%",,147.802,29/03/2021
30/03/2021,La Rioja,45.695,4.800,13.600,,64.095,61.733,"96,3%",,20.528,29/03/2021
30/03/2021,Madrid,753.405,85.200,289.800,,1.128.405,1.026.074,"90,9%",,342.872,29/03/2021
30/03/2021,Murcia,179.735,19.800,64.500,,264.035,227.530,"86,2%",,83.687,29/03/2021
30/03/2021,Navarra,86.145,9.700,28.200,,124.045,114.802,"92,5%",,36.342,29/03/2021
30/03/2021,País Vasco,275.940,30.800,94.900,,401.640,361.382,"90,0%",,101.299,29/03/2021
30/03/2021,Ceuta,6.660,900,3.700,,11.260,11.142,"99,0%",,3.600,29/03/2021
30/03/2021,Melilla,6.660,800,3.700,,11.160,10.297,"92,3%",,2.419,29/03/2021
30/03/2021,Fuerzas Armadas,19.500,0,33.100,,52.600,28.065,"53,4%",,4.848,29/03/2021
30/03/2021,Totales,5.797.545,650.400,2.060.500,,8.508.445,7.736.611,"90,9%",,2.644.076,
31/03/2021,Andalucía,1.098.720,168.000,381.600,,1.648.320,1.441.414,"87,4%",,507.430,30/03/2021
31/03/2021,Aragón,209.745,35.300,59.900,,304.945,250.339,"82,1%",,89.278,30/03/2021
31/03/2021,Asturias,203.315,32.700,46.000,,282.015,225.915,"80,1%",,87.093,30/03/2021
31/03/2021,Baleares,112.680,18.000,52.700,,183.380,160.884,"87,7%",,45.509,30/03/2021
31/03/2021,Canarias,232.800,35.800,98.100,,366.700,304.229,"83,0%",,104.712,30/03/2021
31/03/2021,Cantabria,97.845,15.300,26.200,,139.345,114.080,"81,9%",,44.056,30/03/2021
31/03/2021,Castilla y Leon,463.035,78.300,108.100,,649.435,534.134,"82,2%",,198.064,30/03/2021
31/03/2021,Castilla - La Mancha,300.555,49.600,92.200,,442.355,356.085,"80,5%",,122.854,30/03/2021
31/03/2021,Cataluña,1.027.880,168.400,350.800,,1.547.080,1.274.944,"82,4%",,421.043,30/03/2021
31/03/2021,C. Valenciana,586.360,96.800,228.100,,911.260,768.217,"84,3%",,251.514,30/03/2021
31/03/2021,Extremadura,178.505,28.100,47.900,,254.505,219.487,"86,2%",,74.629,30/03/2021
31/03/2021,Galicia,427.165,73.600,121.900,,622.665,478.450,"76,8%",,154.528,30/03/2021
31/03/2021,La Rioja,50.375,7.800,14.400,,72.575,63.416,"87,4%",,20.966,30/03/2021
31/03/2021,Madrid,838.815,136.100,305.800,,1.280.715,1.058.277,"82,6%",,359.895,30/03/2021
31/03/2021,Murcia,197.285,29.400,68.100,,294.785,237.224,"80,5%",,85.655,30/03/2021
31/03/2021,Navarra,95.505,15.400,29.800,,140.705,117.849,"83,8%",,37.309,30/03/2021
31/03/2021,País Vasco,314.550,52.900,100.200,,467.650,370.971,"79,3%",,105.534,30/03/2021
31/03/2021,Ceuta,7.830,1.300,3.900,,13.030,11.226,"86,2%",,3.601,30/03/2021
31/03/2021,Melilla,7.830,1.200,3.900,,12.930,10.413,"80,5%",,2.423,30/03/2021
31/03/2021,Fuerzas Armadas,19.500,0,36.100,,55.600,37.606,"67,6%",,4.991,30/03/2021
31/03/2021,Totales,6.470.295,1.044.000,2.175.700,,9.689.995,8.035.160,"82,9%",,2.721.084,
01/04/2021,Andalucía,1.098.720,168.000,381.600,,1.648.320,1.483.868,"90,0%",,514.632,31/03/2021
01/04/2021,Aragón,209.745,35.300,59.900,,304.945,258.902,"84,9%",,93.627,31/03/2021
01/04/2021,Asturias,203.315,32.700,46.000,,282.015,234.491,"83,1%",,89.604,31/03/2021
01/04/2021,Baleares,112.680,18.000,52.700,,183.380,160.884,"87,7%",,45.509,30/03/2021
01/04/2021,Canarias,232.800,35.800,98.100,,366.700,315.167,"85,9%",,108.593,31/03/2021
01/04/2021,Cantabria,97.845,15.300,26.200,,139.345,114.080,"81,9%",,44.056,30/03/2021
01/04/2021,Castilla y Leon,463.035,78.300,108.100,,649.435,554.254,"85,3%",,207.364,31/03/2021
01/04/2021,Castilla - La Mancha,300.555,49.600,92.200,,442.355,356.085,"80,5%",,122.854,30/03/2021
01/04/2021,Cataluña,1.027.880,168.400,350.800,,1.547.080,1.353.057,"87,5%",,431.509,31/03/2021
01/04/2021,C. Valenciana,586.360,96.800,228.100,,911.260,821.536,"90,2%",,257.143,31/03/2021
01/04/2021,Extremadura,178.505,28.100,47.900,,254.505,231.560,"91,0%",,76.693,31/03/2021
01/04/2021,Galicia,427.165,73.600,121.900,,622.665,498.870,"80,1%",,162.397,31/03/2021
01/04/2021,La Rioja,50.375,7.800,14.400,,72.575,65.886,"90,8%",,21.980,31/03/2021
01/04/2021,Madrid,838.815,136.100,305.800,,1.280.715,1.092.992,"85,3%",,376.909,31/03/2021
01/04/2021,Murcia,197.285,29.400,68.100,,294.785,246.425,"83,6%",,87.958,31/03/2021
01/04/2021,Navarra,95.505,15.400,29.800,,140.705,121.389,"86,3%",,39.638,31/03/2021
01/04/2021,País Vasco,314.550,52.900,100.200,,467.650,370.971,"79,3%",,105.534,30/03/2021
01/04/2021,Ceuta,7.830,1.300,3.900,,13.030,11.226,"86,2%",,3.601,30/03/2021
01/04/2021,Melilla,7.830,1.200,3.900,,12.930,10.413,"80,5%",,2.423,30/03/2021
01/04/2021,Fuerzas Armadas,19.500,0,36.100,,55.600,40.099,"72,1%",,4.991,31/03/2021
01/04/2021,Totales,6.470.295,1.044.000,2.175.700,,9.689.995,8.342.155,"86,1%",,2.797.015,
03/04/2021,Andalucía,1.098.720,168.000,381.600,,1.648.320,1.503.567,"91,2%",,521.910,02/04/2021
03/04/2021,Aragón,209.745,35.300,59.900,,304.945,265.619,"87,1%",,96.792,02/04/2021
03/04/2021,Asturias,203.315,32.700,46.000,,282.015,242.053,"85,8%",,91.655,02/04/2021
03/04/2021,Baleares,112.680,18.000,52.700,,183.380,173.015,"94,3%",,49.234,02/04/2021
03/04/2021,Canarias,232.800,35.800,98.100,,366.700,318.372,"86,8%",,108.921,02/04/2021
03/04/2021,Cantabria,97.845,15.300,26.200,,139.345,120.335,"86,4%",,44.814,02/04/2021
03/04/2021,Castilla y Leon,463.035,78.300,108.100,,649.435,562.643,"86,6%",,208.312,02/04/2021
03/04/2021,Castilla - La Mancha,300.555,49.600,92.200,,442.355,382.287,"86,4%",,130.907,02/04/2021
03/04/2021,Cataluña,1.027.880,168.400,350.800,,1.547.080,1.353.057,"87,5%",,431.509,31/03/2021
03/04/2021,C. Valenciana,586.360,96.800,228.100,,911.260,864.575,"94,9%",,262.265,02/04/2021
03/04/2021,Extremadura,178.505,28.100,47.900,,254.505,233.822,"91,9%",,76.769,02/04/2021
03/04/2021,Galicia,427.165,73.600,121.900,,622.665,524.134,"84,2%",,170.558,02/04/2021
03/04/2021,La Rioja,50.375,7.800,14.400,,72.575,67.487,"93,0%",,23.560,02/04/2021
03/04/2021,Madrid,838.815,136.100,305.800,,1.280.715,1.125.861,"87,9%",,377.302,02/04/2021
03/04/2021,Murcia,197.285,29.400,68.100,,294.785,256.379,"87,0%",,90.452,02/04/2021
03/04/2021,Navarra,95.505,15.400,29.800,,140.705,121.389,"86,3%",,39.638,31/03/2021
03/04/2021,País Vasco,314.550,52.900,100.200,,467.650,370.971,"79,3%",,105.534,30/03/2021
03/04/2021,Ceuta,7.830,1.300,3.900,,13.030,11.226,"86,2%",,3.601,30/03/2021
03/04/2021,Melilla,7.830,1.200,3.900,,12.930,10.413,"80,5%",,2.423,30/03/2021
03/04/2021,Fuerzas Armadas,19.500,0,36.100,,55.600,41.393,"74,4%",,4.992,02/04/2021
03/04/2021,Totales,6.470.295,1.044.000,2.175.700,,9.689.995,8.548.598,"88,2%",,2.841.148,
05/04/2021,Andalucía,1.098.720,168.000,381.600,,1.648.320,1.517.023,"92,0%",,522.041,04/04/2021
05/04/2021,Aragón,209.745,35.300,59.900,,304.945,265.649,"87,1%",,96.812,04/04/2021
05/04/2021,Asturias,203.315,32.700,46.000,,282.015,250.132,"88,7%",,92.794,04/04/2021
05/04/2021,Baleares,112.680,18.000,52.700,,183.380,175.308,"95,6%",,49.354,04/04/2021
05/04/2021,Canarias,232.800,35.800,98.100,,366.700,323.880,"88,3%",,109.212,04/04/2021
05/04/2021,Cantabria,97.845,15.300,26.200,,139.345,120.751,"86,7%",,44.814,03/04/2021
05/04/2021,Castilla y Leon,463.035,78.300,108.100,,649.435,572.774,"88,2%",,208.338,04/04/2021
05/04/2021,Castilla - La Mancha,300.555,49.600,92.200,,442.355,391.798,"88,6%",,131.200,04/04/2021
05/04/2021,Cataluña,1.027.880,168.400,350.800,,1.547.080,1.441.264,"93,2%",,439.817,04/04/2021
05/04/2021,C. Valenciana,586.360,96.800,228.100,,911.260,870.686,"95,5%",,262.860,04/04/2021
05/04/2021,Extremadura,178.505,28.100,47.900,,254.505,236.428,"92,9%",,76.771,03/04/2021
05/04/2021,Galicia,427.165,73.600,121.900,,622.665,540.723,"86,8%",,171.172,04/04/2021
05/04/2021,La Rioja,50.375,7.800,14.400,,72.575,67.487,"93,0%",,23.560,02/04/2021
05/04/2021,Madrid,838.815,136.100,305.800,,1.280.715,1.144.369,"89,4%",,377.368,04/04/2021
05/04/2021,Murcia,197.285,29.400,68.100,,294.785,258.999,"87,9%",,90.458,04/04/2021
05/04/2021,Navarra,95.505,15.400,29.800,,140.705,121.389,"86,3%",,39.638,31/03/2021
05/04/2021,País Vasco,314.550,52.900,100.200,,467.650,370.972,"79,3%",,105.535,30/03/2021
05/04/2021,Ceuta,7.830,1.300,3.900,,13.030,12.616,"96,8%",,3.633,01/04/2021
05/04/2021,Melilla,7.830,1.200,3.900,,12.930,11.201,"86,6%",,2.430,03/04/2021
05/04/2021,Fuerzas Armadas,19.500,0,36.100,,55.600,50.245,"90,4%",,4.999,04/04/2021
05/04/2021,Totales,6.470.295,1.044.000,2.175.700,,9.689.995,8.743.694,"90,2%",,2.852.806,
06/04/2021,Andalucía,1.283.580,168.000,564.800,,2.016.380,1.557.660,"77,3%",1.032.500,525.160,05/04/2021
06/04/2021,Aragón,250.695,35.300,88.700,,374.695,270.285,"72,1%",173.380,96.905,05/04/2021
06/04/2021,Asturias,241.925,32.700,68.000,,342.625,255.449,"74,6%",162.021,93.428,05/04/2021
06/04/2021,Baleares,136.080,18.000,78.000,,232.080,176.500,"76,1%",127.067,49.433,05/04/2021
06/04/2021,Canarias,276.090,35.800,145.200,,457.090,329.689,"72,1%",219.461,110.228,05/04/2021
06/04/2021,Cantabria,115.395,15.300,38.800,,169.495,122.107,"72,0%",77.246,44.861,05/04/2021
06/04/2021,Castilla y Leon,555.465,78.300,159.900,,793.665,590.123,"74,4%",376.470,213.653,05/04/2021
06/04/2021,Castilla - La Mancha,356.715,49.600,136.400,,542.715,406.226,"74,9%",273.489,132.737,05/04/2021
06/04/2021,Cataluña,1.220.930,168.400,519.100,,1.908.430,1.456.572,"76,3%",1.016.739,439.833,05/04/2021
06/04/2021,C. Valenciana,711.550,96.800,337.500,,1.145.850,870.750,"76,0%",607.889,262.861,05/04/2021
06/04/2021,Extremadura,211.265,28.100,70.900,,310.265,244.116,"78,7%",166.278,77.838,05/04/2021
06/04/2021,Galicia,532.465,73.600,180.300,,786.365,559.141,"71,1%",382.942,176.199,05/04/2021
06/04/2021,La Rioja,50.375,7.800,21.300,,79.475,69.384,"87,3%",45.150,24.234,05/04/2021
06/04/2021,Madrid,996.765,136.100,452.500,,1.585.365,1.194.726,"75,4%",801.090,393.636,05/04/2021
06/04/2021,Murcia,228.875,29.400,100.800,,359.075,262.673,"73,2%",171.837,90.836,05/04/2021
06/04/2021,Navarra,113.055,15.400,44.100,,172.555,134.191,"77,8%",91.025,43.166,05/04/2021
06/04/2021,País Vasco,314.550,52.900,148.200,,515.650,441.562,"85,6%",325.432,116.130,05/04/2021
06/04/2021,Ceuta,9.000,1.300,5.800,,16.100,13.813,"85,8%",10.178,3.635,05/04/2021
06/04/2021,Melilla,9.000,1.200,5.800,,16.000,11.584,"72,4%",9.093,2.491,05/04/2021
06/04/2021,Fuerzas Armadas,19.500,0,66.100,,85.600,54.450,"63,6%",49.423,5.027,05/04/2021
06/04/2021,Totales,7.633.275,1.044.000,3.232.200,,11.909.475,9.021.001,"75,7%",6.118.710,2.902.291,
07/04/2021,Andalucía,1.283.580,168.000,564.800,,2.016.380,1.622.189,"80,5%",1.093.523,528.666,06/04/2021
07/04/2021,Aragón,250.695,35.300,88.700,,374.695,276.558,"73,8%",178.668,97.890,06/04/2021
07/04/2021,Asturias,241.925,32.700,68.000,,342.625,264.498,"77,2%",169.720,94.778,06/04/2021
07/04/2021,Baleares,136.080,18.000,78.000,,232.080,181.442,"78,2%",130.499,50.943,06/04/2021
07/04/2021,Canarias,276.090,35.800,145.200,,457.090,339.311,"74,2%",229.083,110.228,06/04/2021
07/04/2021,Cantabria,115.395,15.300,38.800,,169.495,127.290,"75,1%",82.329,44.961,06/04/2021
07/04/2021,Castilla y Leon,555.465,78.300,159.900,,793.665,610.573,"76,9%",390.292,220.281,06/04/2021
07/04/2021,Castilla - La Mancha,356.715,49.600,136.400,,542.715,423.319,"78,0%",284.704,138.615,06/04/2021
07/04/2021,Cataluña,1.220.930,168.400,519.100,,1.908.430,1.504.694,"78,8%",1.062.206,442.488,06/04/2021
07/04/2021,C. Valenciana,711.550,96.800,337.500,,1.145.850,926.076,"80,8%",663.216,262.860,06/04/2021
07/04/2021,Extremadura,211.265,28.100,70.900,,310.265,254.867,"82,1%",174.704,80.163,06/04/2021
07/04/2021,Galicia,532.465,73.600,180.300,,786.365,584.849,"74,4%",408.648,176.201,06/04/2021
07/04/2021,La Rioja,50.375,7.800,21.300,,79.475,71.782,"90,3%",47.525,24.257,06/04/2021
07/04/2021,Madrid,996.765,136.100,452.500,,1.585.365,1.239.223,"78,2%",831.687,407.536,06/04/2021
07/04/2021,Murcia,228.875,29.400,100.800,,359.075,264.263,"73,6%",173.403,90.860,06/04/2021
07/04/2021,Navarra,113.055,15.400,44.100,,172.555,137.093,"79,4%",93.293,43.800,06/04/2021
07/04/2021,País Vasco,314.550,52.900,148.200,,515.650,445.819,"86,5%",329.676,116.143,06/04/2021
07/04/2021,Ceuta,9.000,1.300,5.800,,16.100,14.358,"89,2%",10.719,3.639,06/04/2021
07/04/2021,Melilla,9.000,1.200,5.800,,16.000,11.582,"72,4%",9.092,2.490,05/04/2021
